$FINAL:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;DutyType;DepotID;VehTypeID;LineID
111;5;-1;117;6;0:16:30:00;0:16:53:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;-1;6;6;0:16:53:00;0:17:00:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1129;6;24;0:17:00:00;0:17:26:00;1;DT5: Auftragnehmer Umlauf lang;163;1;216
111;5;-1;24;24;0:17:26:00;0:17:27:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1171;24;4;0:17:27:00;0:17:55:00;1;DT5: Auftragnehmer Umlauf lang;163;1;216
111;5;-1;4;6;0:17:55:00;0:17:55:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1224;6;3;0:17:55:00;0:18:09:00;1;DT5: Auftragnehmer Umlauf lang;163;1;205
111;5;-1;3;3;0:18:09:00;0:18:14:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1255;3;4;0:18:14:00;0:18:27:00;1;DT5: Auftragnehmer Umlauf lang;163;1;205
111;5;-1;4;29;0:18:27:00;0:18:28:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;-1;29;29;0:18:28:00;0:18:30:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1285;29;4;0:18:30:00;0:18:48:00;1;DT5: Auftragnehmer Umlauf lang;163;1;203
111;5;-1;4;33;0:18:48:00;0:18:53:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;-1;33;33;0:18:53:00;0:18:55:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1327;33;18;0:18:55:00;0:19:37:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
111;5;-1;18;18;0:19:37:00;0:19:48:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
111;5;1386;18;16;0:19:48:00;0:20:28:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
111;5;-1;16;163;0:20:28:00;0:20:40:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
112;-1;-1;168;168;0:12:13:00;0:12:18:00;5;DT1: DKB durchgÃ¤ngig;168;-1;0
112;-1;-1;168;1;0:12:18:00;0:12:28:00;7;DT1: DKB durchgÃ¤ngig;1;94;0
112;94;-1;1;90;0:12:28:00;0:12:40:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;-1;90;90;0:12:40:00;0:12:53:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;711;90;19;0:12:53:00;0:13:11:00;1;DT1: DKB durchgÃ¤ngig;168;1;294
112;94;-1;19;73;0:13:11:00;0:13:11:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;734;73;9;0:13:11:00;0:13:56:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
112;94;-1;9;9;0:13:56:00;0:13:58:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;814;9;19;0:13:58:00;0:14:48:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
112;94;-1;19;73;0:14:48:00;0:14:48:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;-1;73;73;0:14:48:00;0:15:11:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;931;73;9;0:15:11:00;0:15:56:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
112;94;-1;9;9;0:15:56:00;0:15:58:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1015;9;19;0:15:58:00;0:16:48:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
112;94;-1;19;73;0:16:48:00;0:16:48:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;-1;73;73;0:16:48:00;0:17:11:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1143;73;9;0:17:11:00;0:17:56:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
112;94;-1;9;4;0:17:56:00;0:18:00:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1241;4;35;0:18:00:00;0:18:20:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
112;94;-1;35;35;0:18:20:00;0:18:27:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1272;35;6;0:18:27:00;0:18:55:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
112;94;-1;6;29;0:18:55:00;0:18:55:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;-1;29;29;0:18:55:00;0:19:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1339;29;4;0:19:00:00;0:19:18:00;1;DT1: DKB durchgÃ¤ngig;168;1;203
112;94;-1;4;4;0:19:18:00;0:19:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
112;94;1372;4;4;0:19:30:00;0:19:55:00;1;DT1: DKB durchgÃ¤ngig;168;1;301
112;94;-1;4;168;0:19:55:00;0:20:07:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
112;-1;-1;168;168;0:20:07:00;0:20:17:00;6;DT1: DKB durchgÃ¤ngig;168;14;0
113;14;-1;163;109;0:12:20:00;0:12:35:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;689;109;0;0:12:35:00;0:13:11:00;1;DT5: Auftragnehmer Umlauf lang;163;1;15
113;14;-1;0;0;0:13:11:00;0:13:42:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;792;0;109;0:13:42:00;0:14:20:00;1;DT5: Auftragnehmer Umlauf lang;163;1;15
113;14;-1;109;109;0:14:20:00;0:14:35:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;882;109;0;0:14:35:00;0:15:11:00;1;DT5: Auftragnehmer Umlauf lang;163;1;15
113;14;-1;0;97;0:15:11:00;0:15:33:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;-1;97;97;0:15:33:00;0:15:40:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;985;97;39;0:15:40:00;0:15:58:00;1;DT5: Auftragnehmer Umlauf lang;163;1;228
113;14;-1;39;39;0:15:58:00;0:16:00:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
113;14;1027;39;142;0:16:00:00;0:16:16:00;1;DT5: Auftragnehmer Umlauf lang;163;1;228
113;14;-1;142;163;0:16:16:00;0:16:25:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
114;31;-1;165;20;0:12:27:00;0:12:27:00;2;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;666;20;21;0:12:27:00;0:12:44:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;295
114;31;-1;21;111;0:12:44:00;0:12:44:00;2;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;-1;111;111;0:12:44:00;0:13:12:00;9;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;737;111;20;0:13:12:00;0:13:24:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;95
114;31;-1;20;20;0:13:24:00;0:13:27:00;9;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;760;20;21;0:13:27:00;0:13:44:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;295
114;31;-1;21;111;0:13:44:00;0:13:44:00;2;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;-1;111;111;0:13:44:00;0:14:12:00;9;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;839;111;20;0:14:12:00;0:14:24:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;95
114;31;-1;20;20;0:14:24:00;0:14:27:00;9;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;862;20;21;0:14:27:00;0:14:44:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;295
114;31;-1;21;111;0:14:44:00;0:14:44:00;2;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;-1;111;111;0:14:44:00;0:14:53:00;9;DT6: Auftragnehmer Umlauf kurz;165;1;0
114;31;904;111;20;0:14:53:00;0:15:10:00;1;DT6: Auftragnehmer Umlauf kurz;165;1;295
114;31;-1;20;165;0:15:10:00;0:15:10:00;2;DT6: Auftragnehmer Umlauf kurz;165;1;0
115;13;-1;166;73;0:12:33:00;0:12:41:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;695;73;82;0:12:41:00;0:13:25:00;1;DT5: Auftragnehmer Umlauf lang;166;1;294
115;13;-1;82;66;0:13:25:00;0:13:25:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;-1;66;66;0:13:25:00;0:13:28:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;765;66;19;0:13:28:00;0:14:11:00;1;DT5: Auftragnehmer Umlauf lang;166;1;294
115;13;-1;19;73;0:14:11:00;0:14:11:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;837;73;9;0:14:11:00;0:14:56:00;1;DT5: Auftragnehmer Umlauf lang;166;1;296
115;13;-1;9;4;0:14:56:00;0:15:00:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;921;4;35;0:15:00:00;0:15:20:00;1;DT5: Auftragnehmer Umlauf lang;166;1;202
115;13;-1;35;35;0:15:20:00;0:15:27:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;953;35;6;0:15:27:00;0:15:55:00;1;DT5: Auftragnehmer Umlauf lang;166;1;202
115;13;1009;6;53;0:15:55:00;0:16:24:00;1;DT5: Auftragnehmer Umlauf lang;166;1;38
115;13;-1;53;53;0:16:24:00;0:16:25:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1058;53;4;0:16:25:00;0:16:55:00;1;DT5: Auftragnehmer Umlauf lang;166;1;38
115;13;-1;4;6;0:16:55:00;0:16:55:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;-1;6;6;0:16:55:00;0:17:06:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1140;6;121;0:17:06:00;0:17:44:00;1;DT5: Auftragnehmer Umlauf lang;166;1;236
115;13;-1;121;103;0:17:44:00;0:17:44:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;-1;103;103;0:17:44:00;0:17:51:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1217;103;25;0:17:51:00;0:18:21:00;1;DT5: Auftragnehmer Umlauf lang;166;1;236
115;13;-1;25;25;0:18:21:00;0:18:25:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1270;25;15;0:18:25:00;0:19:05:00;1;DT5: Auftragnehmer Umlauf lang;166;1;221
115;13;-1;15;15;0:19:05:00;0:19:15:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1354;15;16;0:19:15:00;0:19:53:00;1;DT5: Auftragnehmer Umlauf lang;166;1;221
115;13;-1;16;1;0:19:53:00;0:19:53:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;-1;1;1;0:19:53:00;0:20:22:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
115;13;1403;1;47;0:20:22:00;0:20:52:00;1;DT5: Auftragnehmer Umlauf lang;166;1;237
115;13;-1;47;166;0:20:52:00;0:21:03:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
116;-1;-1;168;168;0:12:43:00;0:12:48:00;5;DT1: DKB durchgÃ¤ngig;168;-1;0
116;-1;-1;168;9;0:12:48:00;0:12:58:00;7;DT1: DKB durchgÃ¤ngig;9;18;0
116;18;718;9;19;0:12:58:00;0:13:48:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
116;18;-1;19;47;0:13:48:00;0:13:56:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;47;47;0:13:56:00;0:14:22:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;855;47;48;0:14:22:00;0:14:52:00;1;DT1: DKB durchgÃ¤ngig;168;1;237
116;18;-1;48;33;0:14:52:00;0:14:53:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;33;33;0:14:53:00;0:15:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;924;33;118;0:15:00:00;0:15:30:00;1;DT1: DKB durchgÃ¤ngig;168;1;8
116;18;-1;118;44;0:15:30:00;0:15:31:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;44;44;0:15:31:00;0:15:40:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;984;44;33;0:15:40:00;0:16:10:00;1;DT1: DKB durchgÃ¤ngig;168;1;8
116;18;-1;33;33;0:16:10:00;0:16:18:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1047;33;34;0:16:18:00;0:16:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;34;54;0:16:40:00;0:16:40:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;54;54;0:16:40:00;0:16:55:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1114;54;33;0:16:55:00;0:17:17:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;33;33;0:17:17:00;0:17:18:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1157;33;34;0:17:18:00;0:17:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;34;54;0:17:40:00;0:17:40:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;54;54;0:17:40:00;0:17:55:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1225;54;33;0:17:55:00;0:18:17:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;33;33;0:18:17:00;0:18:18:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1265;33;34;0:18:18:00;0:18:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;34;54;0:18:40:00;0:18:40:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;54;54;0:18:40:00;0:18:55:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1325;54;33;0:18:55:00;0:19:17:00;1;DT1: DKB durchgÃ¤ngig;168;1;276
116;18;-1;33;88;0:19:17:00;0:19:18:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;-1;88;88;0:19:18:00;0:19:25:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
116;18;1363;88;89;0:19:25:00;0:19:51:00;1;DT1: DKB durchgÃ¤ngig;168;1;211
116;18;-1;89;168;0:19:51:00;0:20:13:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
116;-1;-1;168;168;0:20:13:00;0:20:23:00;6;DT1: DKB durchgÃ¤ngig;168;1;0
117;1;-1;167;39;0:12:58:00;0:13:00:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;726;39;40;0:13:00:00;0:13:25:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;212
117;1;-1;40;102;0:13:25:00;0:13:25:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;-1;102;102;0:13:25:00;0:13:33:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;783;102;39;0:13:33:00;0:13:58:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;212
117;1;-1;39;39;0:13:58:00;0:14:00:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;823;39;40;0:14:00:00;0:14:25:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;212
117;1;-1;40;102;0:14:25:00;0:14:25:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;-1;102;102;0:14:25:00;0:14:33:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
117;1;879;102;39;0:14:33:00;0:14:58:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;212
117;1;-1;39;167;0:14:58:00;0:14:59:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
118;29;-1;162;66;0:13:05:00;0:13:11:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;733;66;1;0:13:11:00;0:14:07:00;1;DT5: Auftragnehmer Umlauf lang;162;1;238
118;29;-1;1;6;0:14:07:00;0:14:12:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;-1;6;6;0:14:12:00;0:14:30:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;871;6;90;0:14:30:00;0:14:48:00;1;DT5: Auftragnehmer Umlauf lang;162;1;216
118;29;-1;90;90;0:14:48:00;0:14:53:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;903;90;19;0:14:53:00;0:15:11:00;1;DT5: Auftragnehmer Umlauf lang;162;1;294
118;29;-1;19;23;0:15:11:00;0:15:18:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;-1;23;23;0:15:18:00;0:15:34:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;974;23;9;0:15:34:00;0:16:26:00;1;DT5: Auftragnehmer Umlauf lang;162;1;296
118;29;-1;9;1;0:16:26:00;0:16:27:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;-1;1;1;0:16:27:00;0:16:44:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;1094;1;82;0:16:44:00;0:17:40:00;1;DT5: Auftragnehmer Umlauf lang;162;1;238
118;29;-1;82;49;0:17:40:00;0:17:42:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;-1;49;49;0:17:42:00;0:17:53:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;1219;49;59;0:17:53:00;0:18:33:00;1;DT5: Auftragnehmer Umlauf lang;162;1;270
118;29;-1;59;32;0:18:33:00;0:18:34:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;-1;32;32;0:18:34:00;0:18:38:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
118;29;1297;32;28;0:18:38:00;0:19:14:00;1;DT5: Auftragnehmer Umlauf lang;162;1;270
118;29;-1;28;162;0:19:14:00;0:19:22:00;3;DT5: Auftragnehmer Umlauf lang;162;1;0
119;-1;-1;168;168;0:13:06:00;0:13:11:00;5;DT1: DKB durchgÃ¤ngig;168;-1;0
119;-1;-1;168;6;0:13:11:00;0:13:21:00;7;DT1: DKB durchgÃ¤ngig;6;22;0
119;22;683;6;16;0:13:21:00;0:13:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;286
119;22;-1;16;9;0:13:25:00;0:13:26:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;9;9;0:13:26:00;0:13:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;779;9;116;0:13:30:00;0:14:08:00;1;DT1: DKB durchgÃ¤ngig;168;1;230
119;22;-1;116;116;0:14:08:00;0:14:17:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;850;116;9;0:14:17:00;0:14:58:00;1;DT1: DKB durchgÃ¤ngig;168;1;230
119;22;914;9;19;0:14:58:00;0:15:48:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
119;22;-1;19;23;0:15:48:00;0:15:55:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;23;57;0:15:55:00;0:15:55:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;57;1;0:15:55:00;0:15:55:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;1;48;0:15:55:00;0:15:55:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;-1;-1;48;1;0:15:55:00;0:15:55:00;7;DT1: DKB durchgÃ¤ngig;1;-1;0
119;-1;-1;1;1;0:15:55:00;0:16:00:00;6;DT1: DKB durchgÃ¤ngig;1;-1;0
119;-1;-1;1;1;0:16:00:00;0:16:40:00;8;DT1: DKB durchgÃ¤ngig;1;-1;0
119;-1;-1;1;48;0:16:40:00;0:16:40:00;7;DT1: DKB durchgÃ¤ngig;48;22;0
119;22;-1;48;6;0:16:40:00;0:16:45:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1101;6;45;0:16:45:00;0:17:17:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
119;22;-1;45;45;0:17:17:00;0:17:20:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1158;45;29;0:17:20:00;0:17:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
119;22;-1;29;29;0:17:40:00;0:17:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1206;29;30;0:17:45:00;0:18:13:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
119;22;-1;30;4;0:18:13:00;0:18:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;4;4;0:18:14:00;0:18:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1256;4;79;0:18:15:00;0:18:28:00;1;DT1: DKB durchgÃ¤ngig;168;1;204
119;22;-1;79;79;0:18:28:00;0:18:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1279;79;6;0:18:30:00;0:18:44:00;1;DT1: DKB durchgÃ¤ngig;168;1;204
119;22;-1;6;6;0:18:44:00;0:18:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1312;6;45;0:18:45:00;0:19:17:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
119;22;-1;45;6;0:19:17:00;0:19:26:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;6;6;0:19:26:00;0:19:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1373;6;100;0:19:30:00;0:19:49:00;1;DT1: DKB durchgÃ¤ngig;168;1;216
119;22;-1;100;73;0:19:49:00;0:20:02:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;-1;73;73;0:20:02:00;0:20:10:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
119;22;1401;73;47;0:20:10:00;0:20:26:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
119;22;1405;47;48;0:20:26:00;0:20:56:00;1;DT1: DKB durchgÃ¤ngig;168;1;237
119;22;-1;48;168;0:20:56:00;0:21:04:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
119;-1;-1;168;168;0:21:04:00;0:21:14:00;6;DT1: DKB durchgÃ¤ngig;168;32;0
120;32;-1;166;29;0:13:11:00;0:13:30:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;774;29;46;0:13:30:00;0:14:24:00;1;DT5: Auftragnehmer Umlauf lang;166;1;208
120;32;-1;46;46;0:14:24:00;0:14:25:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;859;46;29;0:14:25:00;0:15:25:00;1;DT5: Auftragnehmer Umlauf lang;166;1;208
120;32;-1;29;29;0:15:25:00;0:15:30:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;967;29;46;0:15:30:00;0:16:24:00;1;DT5: Auftragnehmer Umlauf lang;166;1;208
120;32;-1;46;46;0:16:24:00;0:16:25:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;1054;46;29;0:16:25:00;0:17:27:00;1;DT5: Auftragnehmer Umlauf lang;166;1;208
120;32;-1;29;29;0:17:27:00;0:17:30:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;1186;29;4;0:17:30:00;0:17:52:00;1;DT5: Auftragnehmer Umlauf lang;166;1;203
120;32;-1;4;9;0:17:52:00;0:17:57:00;2;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;-1;9;9;0:17:57:00;0:17:58:00;9;DT5: Auftragnehmer Umlauf lang;166;1;0
120;32;1233;9;19;0:17:58:00;0:18:48:00;1;DT5: Auftragnehmer Umlauf lang;166;1;296
120;32;-1;19;166;0:18:48:00;0:18:56:00;3;DT5: Auftragnehmer Umlauf lang;166;1;0
121;73;-1;163;25;0:13:13:00;0:13:25:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;755;25;15;0:13:25:00;0:14:10:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
121;73;-1;15;15;0:14:10:00;0:14:15:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;845;15;6;0:14:15:00;0:14:55:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
121;73;-1;6;6;0:14:55:00;0:15:00:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;917;6;24;0:15:00:00;0:15:26:00;1;DT5: Auftragnehmer Umlauf lang;163;1;216
121;73;-1;24;24;0:15:26:00;0:15:27:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;952;24;4;0:15:27:00;0:15:55:00;1;DT5: Auftragnehmer Umlauf lang;163;1;216
121;73;-1;4;29;0:15:55:00;0:15:56:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;-1;29;29;0:15:56:00;0:16:00:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;1023;29;4;0:16:00:00;0:16:22:00;1;DT5: Auftragnehmer Umlauf lang;163;1;203
121;73;-1;4;9;0:16:22:00;0:16:27:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;-1;9;9;0:16:27:00;0:16:28:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;1062;9;57;0:16:28:00;0:17:18:00;1;DT5: Auftragnehmer Umlauf lang;163;1;296
121;73;-1;57;23;0:17:18:00;0:17:19:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;-1;23;23;0:17:19:00;0:17:34:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;1190;23;9;0:17:34:00;0:18:26:00;1;DT5: Auftragnehmer Umlauf lang;163;1;296
121;73;-1;9;88;0:18:26:00;0:18:27:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;-1;88;88;0:18:27:00;0:18:40:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;1299;88;5;0:18:40:00;0:19:20:00;1;DT5: Auftragnehmer Umlauf lang;163;1;211
121;73;-1;5;5;0:19:20:00;0:19:25:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
121;73;1364;5;16;0:19:25:00;0:19:58:00;1;DT5: Auftragnehmer Umlauf lang;163;1;211
121;73;-1;16;163;0:19:58:00;0:20:10:00;3;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;-1;163;6;0:13:15:00;0:13:27:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;759;6;50;0:13:27:00;0:14:30:00;1;DT5: Auftragnehmer Umlauf lang;163;1;236
122;16;-1;50;50;0:14:30:00;0:14:45:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;896;50;25;0:14:45:00;0:15:35:00;1;DT5: Auftragnehmer Umlauf lang;163;1;236
122;16;-1;25;50;0:15:35:00;0:15:44:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;-1;50;50;0:15:44:00;0:15:53:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;1004;50;25;0:15:53:00;0:16:48:00;1;DT5: Auftragnehmer Umlauf lang;163;1;236
122;16;-1;25;25;0:16:48:00;0:16:55:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;1115;25;15;0:16:55:00;0:17:40:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
122;16;-1;15;15;0:17:40:00;0:17:45:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;1209;15;6;0:17:45:00;0:18:25:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
122;16;-1;6;29;0:18:25:00;0:18:25:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
122;16;-1;29;29;0:18:25:00;0:18:45:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
